This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"CM232","SANTA MARIA",-120.4648,34.9135,66,"CIMIS","176893"
"CM233","JOSHUA TREE",-116.2132,34.1381,1062,"CIMIS","176894"
"CM235","VERONA",-121.6114,38.7979,7,"CIMIS","176895"
"CM237","TEMECULA EAS",-117.0433,33.5526,466,"CIMIS","176896"
"CM240","PERRIS - MEN",-117.1971,33.7563,433,"CIMIS","176898"
"CM239","HEMET",-116.9550,33.6650,539,"CIMIS","176981"
"TRPU","TROPIC",-112.0464,37.6275,1893,"AGRIMET","177249"
"EVTY","EVANSTON",-111.0294,41.1971,2080,"AGRIMET","177250"
"SCPU","SCIPIO",-112.0985,39.2201,1627,"AGRIMET","177251"
"SPVU","SAN PETE VAL",-111.5372,39.4857,1711,"AGRIMET","177252"
"CSVU","CASTLE VALLE",-109.3990,38.6483,1429,"AGRIMET","177253"
"MNRU","MONROE",-112.1576,38.6342,1648,"AGRIMET","177254"
"GRTU","GRANTSVILLE",-112.7565,40.5305,1331,"AGRIMET","177671"
"SBT01","SEIBERT",-102.9250,39.1187,1479,"COAGMET","177707"
"WRY02","WRAY 2",-102.2650,40.2187,1139,"COAGMET","177708"
"K2G9","SOMERSET COU",-79.0150,40.0389,693,"ASOS","178161"
"KIMS","MADISON MUNI",-85.4647,38.7599,250,"ASOS","178167"
"KNOW","PORT ANGELES",-123.4141,48.1415,4,"ASOS","178168"
"CBL01","CARBONDALE",-107.2080,39.3623,1918,"COAGMET","178296"
"EKT01","ECKERT",-107.9730,38.8398,1683,"COAGMET","178297"
"SLT01","SILT",-107.6930,39.5667,1713,"COAGMET","178298"
"CM225","SCOTT VALLEY",-122.8380,41.5780,833,"CIMIS","178554"
"KOZS","CAMDENTON ME",-92.6912,37.9740,324,"ASOS","178580"
"K18A","FRANKLIN COU",-83.1308,34.3404,271,"ASOS","178581"
"K49A","GILMER COUNT",-84.5266,34.6282,453,"ASOS","178582"
"K9A5","BARWICK LAFA",-85.2903,34.6885,237,"ASOS","178583"
"KAJR","HABERSHAM CO",-83.5567,34.4998,441,"ASOS","178584"
"KCXU","CAMILLA-MITC",-84.2352,31.2132,54,"ASOS","178586"
"KCZL","TOM B DAVID",-84.9392,34.4554,200,"ASOS","178587"
"KEBA","ELBERT COUNT",-82.8175,34.0954,184,"ASOS","178588"
"KJZP","PICKENS COUN",-84.4572,34.4535,468,"ASOS","178589"
"ELKC","ELK CITY",-99.3940,35.3335,584,"OKMESONET","178657"
"CKVY","COKEVILLE",-110.9561,42.0778,1887,"AGRIMET","178787"
"KLUL","HESLER-NOBLE",-89.1728,31.6730,73,"ASOS","178990"
"KTVY","BOLINDER FIE",-112.3508,40.6126,1317,"ASOS","178992"
"19H01S","BALD MTN AM",-119.6167,41.7833,2048,"SNOTEL","179303"
"20G11S","COX FLAT AM",-120.6091,42.3619,1740,"SNOTEL","179304"
"20G14S","FINLEY CORRA",-120.7851,42.4599,1814,"SNOTEL","179305"
"SC2220","ELSBERRY PMC",-90.7828,39.1531,42,"SCAN","179322"
"10M02S","MT PENNELL",-110.7934,37.9781,2774,"SNOTEL","179479"
"LNDN","LUND",-115.0381,38.8668,1688,"AGRIMET","179614"
"KEKS","ENNIS - BIG",-111.6489,45.2744,1653,"ASOS","179649"
"FAWN260","ALACHUA",-82.4108,29.8027,49,"FAWN","179698"
"FAWN320","APOPKA",-81.5468,28.6377,33,"FAWN","179699"
"FAWN490","ARCADIA",-81.8384,27.2262,20,"FAWN","179700"
"FAWN304","AVALON",-81.6530,28.4749,60,"FAWN","179701"
"FAWN350","BALM",-82.2241,27.7600,39,"FAWN","179702"
"FAWN410","BELLE GLADE",-80.6300,26.6568,3,"FAWN","179703"
"FAWN150","CARRABELLE",-84.6951,29.8424,6,"FAWN","179706"
"FAWN405","CLEWISTON",-81.0528,26.7391,6,"FAWN","179708"
"FAWN311","DADE CITY",-82.2048,28.3492,37,"FAWN","179709"
"FAWN120","DEFUNIAK SPR",-86.2139,30.8766,80,"FAWN","179710"
"FAWN360","DOVER",-82.2325,28.0151,21,"FAWN","179711"
"FAWN420","FORT LAUDERD",-80.2405,26.0853,2,"FAWN","179712"
"FAWN270","HASTINGS",-81.4459,29.6933,8,"FAWN","179715"
"FAWN440","HOMESTEAD",-80.5031,25.5126,2,"FAWN","179716"
"FAWN450","IMMOKALEE",-81.4405,26.4621,11,"FAWN","179717"
"FAWN110","JAY",-87.1402,30.7752,64,"FAWN","179719"
"FAWN340","KENANSVILLE",-81.0512,27.9622,21,"FAWN","179721"
"FAWN330","LAKE ALFRED",-81.7113,28.1019,47,"FAWN","179722"
"FAWN275","LECANTO",-82.4989,28.8291,16,"FAWN","179723"
"FAWN170","LIVE OAK",-82.8988,30.3050,50,"FAWN","179724"
"FAWN180","MACCLENNY",-82.1380,30.2815,38,"FAWN","179725"
"FAWN130","MARIANNA",-85.1652,30.8500,35,"FAWN","179726"
"FAWN121","MAYO",-83.2346,30.0797,23,"FAWN","179727"
"FAWN160","MONTICELLO",-83.9203,30.5319,50,"FAWN","179728"
"FAWN480","NORTH PORT",-82.3374,27.1434,5,"FAWN","179729"
"FAWN280","OCKLAWAHA",-81.9690,29.0203,24,"FAWN","179730"
"FAWN303","OKAHUMPKA",-81.8857,28.6817,27,"FAWN","179731"
"FAWN455","OKEECHOBEE",-80.8514,27.3306,9,"FAWN","179732"
"FAWN380","ONA",-81.9397,27.3975,23,"FAWN","179733"
"FAWN460","PALMDALE",-81.3146,26.9248,12,"FAWN","179734"
"FAWN290","PIERSON",-81.4607,29.2172,16,"FAWN","179735"
"FAWN240","PUTNAM HALL",-81.9868,29.6977,45,"FAWN","179736"
"FAWN140","QUINCY",-84.5990,30.5458,72,"FAWN","179737"
"FAWN470","SEBRING",-81.4010,27.4211,36,"FAWN","179738"
"FAWN302","UMATILLA",-81.6530,28.9266,32,"FAWN","179740"
"FAWN425","WELLINGTON",-80.3006,26.6808,7,"FAWN","179741"
"084621","KISSIMMEE PR",-81.0531,27.6039,22,"COOP","179760"
"302197","DUNKIRK",-79.3336,42.4717,192,"COOP","179761"
"429045","VALLEY OF TH",-109.9272,37.2681,1612,"COOP","179765"
"202375","E GRAND RAPI",-85.6131,42.9378,227,"COOP","179768"
"204425","KI SAWYER WW",-87.3778,46.3342,340,"COOP","179770"
"334770","LUCASVILLE",-82.9956,38.8844,173,"COOP","179922"
"K3D2","EPHRAIM-GIBR",-87.1881,45.1357,236,"ASOS","179925"
"K5T9","MAVERICK COU",-100.5135,28.8571,270,"ASOS","179926"
"KCKZ","PENNRIDGE AI",-75.2905,40.3892,173,"ASOS","179927"
"VALL","VALLIANT",-95.1149,33.9386,120,"OKMESONET","180016"
"WA300030","RITZVILLE",-118.4727,47.1414,553,"AGWXNET","180069"
"WA300132","HATTON",-118.8592,46.7931,393,"AGWXNET","180071"
"WA300032","ANATONE",-117.1130,46.1990,945,"AGWXNET","180072"
"WA100031","MCNARY",-119.2576,45.9690,230,"AGWXNET","180073"
"WA100037","COFFIN",-119.3087,46.0405,371,"AGWXNET","180074"
"WA100039","TRIPLE-S",-119.5008,46.2136,454,"AGWXNET","180075"
"WA100059","CARLSON",-119.4610,46.1431,455,"AGWXNET","180076"
"WA100065","WHEELHOUSE",-119.5276,46.0254,269,"AGWXNET","180079"
"WA100113","FINLEY",-119.0593,46.1395,151,"AGWXNET","180082"
"WA100114","BENTON CITY",-119.4545,46.2757,208,"AGWXNET","180083"
"WA100125","WHITCOMB ISL",-119.7644,45.8605,91,"AGWXNET","180084"
"WA100129","HORRIGAN",-119.7690,46.0774,289,"AGWXNET","180085"
"WA100134","EBY",-119.0771,46.0667,463,"AGWXNET","180086"
"WA100139","GRAMLING",-119.2191,46.1244,408,"AGWXNET","180087"
"WA100140","HUNDRED CIRC",-119.8054,45.9343,152,"AGWXNET","180088"
"WA100161","BENTON CITY",-119.5676,46.3018,283,"AGWXNET","180090"
"WA110023","CANOE RIDGE",-119.7562,45.8822,275,"AGWXNET","180091"
"WA300026","PATERSON WES",-119.6626,45.9370,180,"AGWXNET","180093"
"WA300045","ROZA",-119.7331,46.2919,360,"AGWXNET","180096"
"WA300068","CHUCKER",-119.0789,45.9730,285,"AGWXNET","180097"
"WA300117","MCCLURE",-119.7243,46.3762,739,"AGWXNET","180098"
"WA300118","MCWHORTER",-119.6173,46.3168,427,"AGWXNET","180099"
"WA300253","RED MOUNTAIN",-119.4423,46.2992,349,"AGWXNET","180101"
"WA330035","CHELAN SOUTH",-120.0878,47.8367,383,"AGWXNET","180103"
"WA330037","BOYD DISTRIC",-120.0718,47.8851,610,"AGWXNET","180104"
"WA330141","WSU TFREC",-120.3492,47.4395,241,"AGWXNET","180105"
"WA330167","MALAGA",-120.2387,47.3649,294,"AGWXNET","180107"
"WA330168","N CASHMERE",-120.4315,47.5103,266,"AGWXNET","180108"
"WA300034","HUNTSVILLE",-118.1152,46.3063,592,"AGWXNET","180111"
"WA300208","DAYTON",-117.8714,46.3827,700,"AGWXNET","180112"
"WA330078","ORONDO",-120.2455,47.5665,271,"AGWXNET","180116"
"WA330115","WSU SUNRISE",-120.0685,47.3086,267,"AGWXNET","180118"
"WA330166","EAST WENATCH",-120.1957,47.3996,384,"AGWXNET","180119"
"WA330174","BRAYS LANDIN",-120.1554,47.7501,405,"AGWXNET","180120"
"WA100025","PASCO NORTH",-119.2456,46.3819,253,"AGWXNET","180121"
"WA100147","PASCO",-119.1274,46.2529,123,"AGWXNET","180122"
"WA300021","RINGOLD",-119.1774,46.4840,267,"AGWXNET","180124"
"WA300023","SMITH CANYON",-118.9887,46.2761,157,"AGWXNET","180125"
"WA300047","MESA SE",-119.0025,46.5318,233,"AGWXNET","180127"
"WA300079","JUNIPER",-119.0059,46.3797,212,"AGWXNET","180128"
"WA300205","HARTLINE SOU",-119.1492,47.6412,561,"AGWXNET","180130"
"WA320098","ROYAL CITY W",-119.8346,46.9717,466,"AGWXNET","180131"
"WA330022","RADAR HILL",-119.2382,46.7187,329,"AGWXNET","180132"
"WA330023","FRENCHMAN HI",-119.8692,47.0155,383,"AGWXNET","180133"
"WA330027","WHEELER",-119.0667,47.1449,442,"AGWXNET","180134"
"WA330028","MAE",-119.4923,47.0680,372,"AGWXNET","180135"
"WA330033","GEORGE WEST",-119.9919,47.0898,426,"AGWXNET","180137"
"WA330040","EPHRATA",-119.6403,47.1798,373,"AGWXNET","180138"
"WA330041","ROYAL CITY E",-119.5108,46.9152,341,"AGWXNET","180139"
"WA330042","WARDEN GOLF",-119.1192,46.9338,378,"AGWXNET","180140"
"WA330073","QUINCY",-119.9568,47.2255,453,"AGWXNET","180143"
"WA330099","ROYAL SLOPE",-119.3209,46.9475,411,"AGWXNET","180144"
"WA330127","MOSES LAKE",-119.2382,47.0045,340,"AGWXNET","180146"
"WA300213","GRAYLAND",-124.0794,46.7872,6,"AGWXNET","180147"
"WA300214","LANGLEY",-122.4328,48.0011,51,"AGWXNET","180149"
"WA330164","COUPEVILLE",-122.6876,48.1995,24,"AGWXNET","180150"
"WA330026","WOODINVILLE",-122.1542,47.7484,14,"AGWXNET","180152"
"WA330092","SEATTLE",-122.2891,47.6570,9,"AGWXNET","180153"
"WA355001","POULSBO SOUT",-122.6479,47.6564,37,"AGWXNET","180154"
"WA300212","VANTAGE",-119.9427,46.8222,162,"AGWXNET","180155"
"WA330036","THORP",-120.6934,47.0756,540,"AGWXNET","180156"
"WA330043","BROADVIEW",-120.5018,46.9661,455,"AGWXNET","180157"
"WA310023","ROOSEVELT",-120.2439,45.7353,122,"AGWXNET","180159"
"WA310025","MARYHILL",-120.8732,45.6727,207,"AGWXNET","180160"
"WA310029","HUSUM",-121.4876,45.8628,404,"AGWXNET","180161"
"WA310077","MCKINLEY SPR",-119.9168,46.0067,329,"AGWXNET","180162"
"WA310107","ALDERDALE",-119.8884,45.8852,187,"AGWXNET","180163"
"WA300202","HARRINGTON S",-118.2943,47.3871,661,"AGWXNET","180164"
"WA330029","DAVENPORT",-118.1321,47.6566,752,"AGWXNET","180165"
"WA330150","ALMIRA",-118.8944,47.8668,808,"AGWXNET","180166"
"WA300218","AZWELL",-119.8800,47.9303,247,"AGWXNET","180167"
"WA330104","POGUE FLAT",-119.5277,48.4354,385,"AGWXNET","180169"
"WA330157","SOUTH TONASK",-119.4609,48.6806,356,"AGWXNET","180173"
"WA330158","LOOMIS VALLE",-119.5207,48.8153,433,"AGWXNET","180174"
"WA330173","MALOTT",-119.6838,48.3047,405,"AGWXNET","180176"
"WA331106","ARROWHEAD",-119.5497,48.0588,348,"AGWXNET","180177"
"WA344108","WSU LONG BEA",-124.0328,46.3688,3,"AGWXNET","180178"
"WA330159","SAKUMA",-122.3785,48.4974,9,"AGWXNET","180183"
"WA310032","UNDERWOOD",-121.5608,45.7412,396,"AGWXNET","180185"
"WA330162","SNOHOMISH",-122.1147,47.9027,0,"AGWXNET","180186"
"WA300048","GREEN BLUFF",-117.2994,47.8147,727,"AGWXNET","180188"
"WA330125","FAIRFIELD",-117.2557,47.4153,753,"AGWXNET","180189"
"WA300219","ADDY",-117.8300,48.3176,520,"AGWXNET","180190"
"WA100069","FISHHOOK",-118.7411,46.2940,235,"AGWXNET","180193"
"WA100071","K2H",-118.6427,46.2870,341,"AGWXNET","180194"
"WA100128","TOUCHET",-118.6782,46.0192,168,"AGWXNET","180195"
"WA300038","WALLULA",-118.9075,46.0759,117,"AGWXNET","180196"
"WA300070","WELLAND",-118.7332,46.2174,291,"AGWXNET","180197"
"WA300133","COLLEGE PLAC",-118.3998,46.0275,225,"AGWXNET","180199"
"WA300222","PRESCOTT NOR",-118.3154,46.3377,587,"AGWXNET","180200"
"WA330024","LAWRENCE",-122.3214,48.8837,45,"AGWXNET","180201"
"WA330061","NOOKSACK",-122.3076,48.9668,25,"AGWXNET","180203"
"WA300201","LACROSSE",-117.8493,46.8559,453,"AGWXNET","180208"
"WA300093","GRANDVIEW NE",-119.8466,46.2681,296,"AGWXNET","180211"
"WA300209","GRANGER NORT",-120.1910,46.3839,262,"AGWXNET","180212"
"WA310027","KONNOWAC PAS",-120.3793,46.4710,265,"AGWXNET","180214"
"WA310031","TOPPENISH",-120.3929,46.3717,239,"AGWXNET","180216"
"WA310112","AHTANUM",-120.7067,46.5515,505,"AGWXNET","180219"
"WA310121","SNIPES MOUNT",-120.0749,46.3097,381,"AGWXNET","180221"
"WA310126","NACHES",-120.6587,46.7044,417,"AGWXNET","180222"
"WA310132","PARKER",-120.4791,46.5172,287,"AGWXNET","180224"
"WA310135","OUTLOOK",-120.1314,46.4225,390,"AGWXNET","180225"
"WA310136","SUNNYSIDE",-119.9969,46.3856,329,"AGWXNET","180226"
"WA310137","COWICHE",-120.7041,46.6639,497,"AGWXNET","180227"
"WA310142","POMONA",-120.4725,46.6907,380,"AGWXNET","180229"
"WA310143","MOXEE",-120.3456,46.5414,342,"AGWXNET","180230"
"CM241","SAN CLEMENTE",-117.5861,33.4625,68,"CIMIS","180238"
"CM244","BIGGS",-121.8353,39.3866,22,"CIMIS","180239"
"KX60","WILLISTON MU",-82.4719,29.3557,23,"ASOS","180522"
"AURO","PAMLICO AQUA",-76.7163,35.3623,1,"NCECONET","180728"
"BUCK","BUCKLAND ELE",-76.7609,36.4696,8,"NCECONET","180731"
"BURN","BURNSVILLE T",-82.2805,35.9190,824,"NCECONET","180732"
"CAST","HORTICULTURA",-77.9161,34.3211,13,"NCECONET","180733"
"CLA2","DAQ CLAYTON",-78.4589,35.5916,76,"NCECONET","180734"
"CLAY","CENTRAL CROP",-78.4926,35.6698,107,"NCECONET","180735"
"CLIN","HORTICULTURA",-78.2820,35.0222,51,"NCECONET","180736"
"DURH","NORTH DURHAM",-78.8585,36.0290,101,"NCECONET","180737"
"FLET","MTN HORTICUL",-82.5589,35.4272,630,"NCECONET","180738"
"FRYI","FRYING PAN M",-82.7743,35.3936,1622,"NCECONET","180739"
"GOLD","CHERRY RESEA",-78.0448,35.3794,24,"NCECONET","180740"
"HAML","HAMLET TOWER",-79.7384,34.8421,102,"NCECONET","180741"
"JACK","SANDHILLS RE",-79.6844,35.1878,191,"NCECONET","180743"
"KINS","CUNNINGHAM R",-77.5731,35.3029,29,"NCECONET","180744"
"LAKE","LAKE WHEELER",-78.6798,35.7282,116,"NCECONET","180745"
"LAUR","UPPER MOUNTA",-81.2971,36.4023,917,"NCECONET","180746"
"LEWS","PEANUT BELT",-77.1755,36.1324,19,"NCECONET","180747"
"LILE","NC ELECTRIC",-79.9177,34.9704,139,"NCECONET","180748"
"MITC","MOUNT MITCHE",-82.2712,35.7585,1890,"NCECONET","180749"
"NCAT","NC A&T SU RE",-79.7345,36.0673,241,"NCECONET","180750"
"NEWL","NORTH STANLY",-80.2375,35.4098,178,"NCECONET","180751"
"OXFO","OXFORD TOBAC",-78.6166,36.3034,152,"NCECONET","180752"
"PLYM","TIDEWATER RE",-76.6506,35.8489,6,"NCECONET","180753"
"REED","REEDY CREEK",-78.7441,35.8071,128,"NCECONET","180754"
"REID","UPPER PIEDMO",-79.6998,36.3815,262,"NCECONET","180755"
"ROCK","UPPER COASTA",-77.6800,35.8930,27,"NCECONET","180756"
"SALI","PIEDMONT RES",-80.6219,35.6974,214,"NCECONET","180757"
"SILR","SILER CITY A",-79.5042,35.7043,187,"NCECONET","180758"
"SPRU","SPRUCE PINE",-82.0582,35.8996,853,"NCECONET","180759"
"TAYL","TAYLORSVILLE",-81.1909,35.9139,356,"NCECONET","180760"
"WAYN","MOUNTAIN RES",-82.9677,35.4875,840,"NCECONET","180761"
"WHIT","BORDER BELT",-78.7923,34.4135,27,"NCECONET","180762"
"WILD","WILLIAMSDALE",-78.1012,34.7658,17,"NCECONET","180763"
"WILL","HIGHWAY PATR",-77.0935,35.8390,22,"NCECONET","180764"
"WINE","WAYAH BALD M",-83.5810,35.1731,1667,"NCECONET","180765"
"NJ19","SAFETYNET-WA",-74.8805,41.1566,135,"MADIS","180829"
"NJ08","SAFETYNET-HA",-74.8367,40.8553,176,"MADIS","180834"
"NJ17","SAFETYNET-ST",-75.1163,40.6554,119,"MADIS","180835"
"NJ25","SAFETYNET-AT",-74.4241,39.3785,0,"MADIS","180840"
"NJ38","SAFETYNET-RE",-74.7383,39.8823,21,"MADIS","180841"
"NJ32","SAFETYNET-KI",-74.9964,40.5199,151,"MADIS","180845"
"NJ37","SAFETYNET-PO",-74.0597,40.0708,1,"MADIS","180846"
"NJ39","SAFETYNET-SE",-74.0738,39.9438,2,"MADIS","180856"
"NJ36","SAFETYNET-PA",-74.5187,40.8329,209,"MADIS","180858"
"NJ24","SAFETYNET-MU",-74.7330,39.5498,25,"MADIS","180859"
"NJ11","SAFETYNET-HA",-74.1352,39.7050,2,"MADIS","180860"
"NJ57","SAFETYNET-RA",-74.1474,41.0656,106,"MADIS","180862"
"USFS1","USFS-SILAS L",-74.6000,39.9100,33,"MADIS","180863"
"USFS3","USFS-CEDAR B",-74.3800,39.8400,57,"MADIS","180865"
"MWCT2","MILLERSVIEW",-99.8766,31.3867,554,"MESOWEST","180882"
"GOCT2","GOULDBUSK 4",-99.4650,31.6180,486,"MESOWEST","180883"
"LCCT2","LOHN 3 WSW",-99.4599,31.3115,479,"MESOWEST","180884"
"BGCT2","BANGS 6 W",-99.2348,31.7002,473,"MESOWEST","180885"
"RHCT2","ROCHELLE 5 N",-99.2232,31.2920,546,"MESOWEST","180886"
"WCHT2","COLORADO RIV",-99.1623,31.4686,405,"MESOWEST","180887"
"RPCT2","RICHLAND SPR",-98.9501,31.4331,413,"MESOWEST","180889"
"RDCT2","RICHLAND SPR",-98.8800,31.3306,412,"MESOWEST","180890"
"GTCT2","COLORADO RIV",-98.6712,31.3527,364,"MESOWEST","180891"
"CQCT2","CLYDE 6 S",-99.4755,32.3199,583,"MESOWEST","180892"
"CFCT2","CROSS PLAINS",-99.2651,32.1581,551,"MESOWEST","180893"
"MYCT2","MAY 1 N",-98.9233,31.9975,495,"MESOWEST","180895"
"LQCT2","LAWN 5 E",-99.6708,32.1429,600,"MESOWEST","180896"
"BUCT2","BURKETT 9 S",-99.2267,31.8711,444,"MESOWEST","180899"
"BWCT2","BROWNWOOD 4",-98.9355,31.6752,417,"MESOWEST","180901"
"BTCT2","BLANKET 4 S",-98.7973,31.7707,481,"MESOWEST","180902"
"EOCT2","ELDORADO 2 E",-100.5689,30.8573,741,"MESOWEST","180905"
"SVCT2","SONORA 17 EN",-100.3726,30.6338,731,"MESOWEST","180907"
"MXCT2","MENARD 14 E",-99.5418,30.9252,559,"MESOWEST","180909"
"MPCT2","MASON 13 WNW",-99.4184,30.8444,602,"MESOWEST","180910"
"BSST2","SAN SABA RIV",-99.2690,31.0035,478,"MESOWEST","180911"
"MAST2","MASON 15 NNE",-99.1162,30.9513,503,"MESOWEST","180912"
"EDCT2","EDEN 3 S",-99.8479,31.1708,625,"MESOWEST","180913"
"NDCT2","MENARD 11 NE",-99.6919,31.0574,614,"MESOWEST","180914"
"MVCT2","MELVIN 2 S",-99.5771,31.1632,567,"MESOWEST","180915"
"BZCT2","BRADY 11 E",-99.1404,31.1199,489,"MESOWEST","180917"
"SBCT2","SAN SABA 15",-98.9214,31.0806,496,"MESOWEST","180918"
"RICT2","RICHLAND SPR",-98.9659,31.1754,482,"MESOWEST","180919"
"RLCT2","RICHLAND SPR",-99.0520,31.2886,451,"MESOWEST","180921"
"SZCT2","SAN SABA 6 S",-98.7133,31.1092,484,"MESOWEST","180923"
"SWCT2","SAN SABA 8 E",-98.5970,31.1642,373,"MESOWEST","180925"
"LTCT2","LOMETA 2 WNW",-98.4182,31.2254,431,"MESOWEST","180926"
"CHUT2","CHEROKEE 8 N",-98.6030,31.0648,488,"MESOWEST","180927"
"CECT2","CHEROKEE 6 W",-98.8103,30.9511,510,"MESOWEST","180928"
"CBCT2","COLORADO RIV",-98.5200,31.0906,330,"MESOWEST","180929"
"COKT2","CHEROKEE 10",-98.8669,30.9999,581,"MESOWEST","180930"
"KHCT2","CHEROKEE 4 E",-98.6357,30.9807,450,"MESOWEST","180931"
"SBBT2","CHEROKEE 2 N",-98.7221,31.0167,469,"MESOWEST","180932"
"CKCT2","CHEROKEE CRE",-98.5774,31.0321,383,"MESOWEST","180933"
"LMOT2","SAN SABA 15",-98.4725,31.1577,404,"MESOWEST","180934"
"TWCT2","TOW 11 N",-98.4659,31.0367,412,"MESOWEST","180936"
"LMPT2","LAMPASAS 11",-98.3661,31.0838,447,"MESOWEST","180937"
"LSST2","TOW 9 NNE",-98.4001,31.0080,427,"MESOWEST","180938"
"LNPT2","LAMPASAS 10",-98.3251,30.9797,430,"MESOWEST","180939"
"TWWT2","TOW 10 NNW",-98.5456,30.9551,455,"MESOWEST","180940"
"BPCT2","LAKE BUCHANA",-98.4697,30.8842,311,"MESOWEST","180941"
"TTCT2","TOW 11 ENE",-98.2911,30.9150,445,"MESOWEST","180942"
"TOCT2","TOW 5 SSW",-98.4996,30.8187,330,"MESOWEST","180943"
"BLUT2","TOW 10 ESE",-98.3570,30.8413,328,"MESOWEST","180944"
"BBNT2","BURNET 5 NNW",-98.2623,30.8280,484,"MESOWEST","180945"
"BHNT2","BUCHANAN DAM",-98.4177,30.7443,315,"MESOWEST","180946"
"BUHT2","BURNET 6 WSW",-98.3079,30.7160,440,"MESOWEST","180950"
"MFFT2","LAKE LBJ AT",-98.4276,30.6576,256,"MESOWEST","180951"
"NRCT2","SONORA 14 SE",-100.5007,30.4063,694,"MESOWEST","180952"
"RVCT2","ROOSEVELT 10",-100.2088,30.4452,640,"MESOWEST","180953"
"TRCT2","TELEGRAPH 9",-100.0173,30.4064,662,"MESOWEST","180954"
"JPCT2","JUNCTION 17",-99.9742,30.6593,665,"MESOWEST","180956"
"RGCT2","ROCKSPRINGS",-100.0619,30.1393,702,"MESOWEST","180958"
"GHCT2","TELEGRAPH 5",-99.9415,30.2616,601,"MESOWEST","180959"
"TZCT2","SOUTH LLANO",-99.9058,30.3234,561,"MESOWEST","180960"
"MOCT2","MOUNTAIN HOM",-99.6617,30.2025,653,"MESOWEST","180962"
"JTCT2","JUNCTION 14",-99.5914,30.3521,629,"MESOWEST","180963"
"JJCT2","JOHNSON FORK",-99.6797,30.4272,532,"MESOWEST","180964"
"LDCT2","LONDON 12 SS",-99.5275,30.5010,653,"MESOWEST","180965"
"JBCT2","JUNCTION 18",-99.5070,30.6036,515,"MESOWEST","180966"
"MNCT2","MENARD 12 SS",-99.7104,30.7583,674,"MESOWEST","180967"
"MQCT2","MASON 15 W",-99.4787,30.7149,531,"MESOWEST","180968"
"MJCT2","MASON 7 WSW",-99.3385,30.7260,518,"MESOWEST","180969"
"HPCT2","HARPER 6 NW",-99.3305,30.3574,655,"MESOWEST","180970"
"HRCT2","HARPER 13 NW",-99.4012,30.4342,617,"MESOWEST","180971"
"MJRT2","JAMES RIVER",-99.3092,30.5878,445,"MESOWEST","180972"
"MSWT2","MASON 14 SSW",-99.2711,30.5439,561,"MESOWEST","180973"
"MAAT2","MASON 3 NNE",-99.2208,30.7873,501,"MESOWEST","180974"
"MACT2","COMANCHE CRE",-99.1978,30.7189,434,"MESOWEST","180975"
"FDKT2","FREDERICKSBU",-99.0072,30.4100,629,"MESOWEST","180977"
"DXCT2","DOSS 4 N",-99.1289,30.4975,510,"MESOWEST","180979"
"DOCT2","DOSS 8 W",-99.2564,30.4392,664,"MESOWEST","180981"
"MZCT2","MASON 10 NE",-99.1062,30.8480,501,"MESOWEST","180982"
"MWMT2","WILLOW CREEK",-99.1177,30.7384,409,"MESOWEST","180983"
"MRGT2","MASON 17 SE",-99.0378,30.5714,523,"MESOWEST","180984"
"CZCT2","CASTELL 4 SS",-98.9429,30.6427,415,"MESOWEST","180985"
"MSMT2","MASON 15 ENE",-98.9795,30.8036,425,"MESOWEST","180986"
"CXCT2","CHERRY SPRIN",-98.9650,30.4933,506,"MESOWEST","180987"
"LLOT2","LLANO 19 SW",-98.8847,30.5594,470,"MESOWEST","180988"
"LHCT2","HICKORY CREE",-98.8206,30.7153,338,"MESOWEST","180989"
"LNOT2","LLANO 19 WNW",-98.9504,30.9008,427,"MESOWEST","180990"
"LXCT2","LLANO 14 WNW",-98.8878,30.8317,385,"MESOWEST","180991"
"LFCT2","SAN FERNANDO",-98.8197,30.7550,335,"MESOWEST","180992"
"LALT2","LLANO 9 NW",-98.7781,30.8553,397,"MESOWEST","180993"
"LJCT2","JOHNSON CREE",-98.7617,30.7681,330,"MESOWEST","180994"
"CHBT2","CHEROKEE 4 S",-98.6846,30.9232,440,"MESOWEST","180995"
"LNLT2","LLANO 5 SSW",-98.6850,30.6936,341,"MESOWEST","180998"
"LLCT2","LLANO 6 SSE",-98.6356,30.6728,377,"MESOWEST","180999"
"LROT2","LLANO 7 NNE",-98.6553,30.8564,404,"MESOWEST","181000"
"TPCT2","TOW 5 W",-98.5513,30.8819,471,"MESOWEST","181001"
"LLRT2","LITTLE LLANO",-98.5752,30.8059,300,"MESOWEST","181002"
"HKCT2","HONEY CREEK",-98.5289,30.6303,299,"MESOWEST","181004"
"KKLT2","LAKE LBJ AT",-98.4468,30.6426,254,"MESOWEST","181005"
"LRAT2","LLANO 13 SSW",-98.7719,30.5917,409,"MESOWEST","181006"
"FDGT2","FREDERICKSBU",-98.8519,30.4206,613,"MESOWEST","181007"
"WLLT2","WILLOW CITY",-98.7953,30.5076,420,"MESOWEST","181008"
"OXDT2","SANDY CREEK",-98.7013,30.5528,348,"MESOWEST","181009"
"LLTT2","LLANO 11 SSE",-98.6241,30.6006,550,"MESOWEST","181010"
"WWLT2","WILLOW CITY",-98.6136,30.4306,426,"MESOWEST","181011"
